"Mercado","producto","variedad","Procedencia","Precio Mayorista","Precio Minorista","observaciones","fecha"
"Trinidad","Maiz","Choclo","Cochabamba","0   Bs.-/100 U.","30   Bs.-/Docena","mdo campesino","30/09/2009"
"Trinidad","Maiz","Duro","Valles Cruceños","0   Bs.-/qq","2   Bs.-/Kilo","mdo campesino","30/09/2009"
"Trinidad","Maiz","Morocho (Culli)","Valles Cruceños","0   Bs.-/qq","5   Bs.-/Kilo","mdo campesino","30/09/2009"
"Trinidad","Mani","Rojo largo Desgranado","Valles Cruceños","0   Bs.-/qq","16   Bs.-/Kilo","mdo campesino","30/09/2009"
"Trinidad","Manzana","Lanin royal","Argentina","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","mdo campesino","30/09/2009"
"Trinidad","Oca","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo campesino","30/09/2009"
"Trinidad","Oca","Negra","Cochabamba","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo campesino","30/09/2009"
"Trinidad","Papa","Desiree (Holandesa)","Los Negros","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","papa grande-mdo campesino","30/09/2009"
"Trinidad","Papa","Romano","Saipina","0   Bs.-/Bolsa (10@)","30   Bs.-/Arroba (@)","papa grande-mdo campesino","30/09/2009"
"Trinidad","Papa","Waycha (Arinosa)","Chapare","0   Bs.-/Bolsa (10@)","32   Bs.-/Arroba (@)","mdo campesino","30/09/2009"
"Trinidad","Papaliza","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo campesino","30/09/2009"
"Trinidad","Pepino","Comun","Los Negros","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo campesino","30/09/2009"
"Trinidad","Pimenton","4 Puntas","Los Negros","0   Bs.-/Bolsa Grande","9   Bs.-/Docena","pim grande-mdo campesino","30/09/2009"
"Trinidad","Pollo","Granja","Cruceño","0   Bs.-/Kilo","14   Bs.-/Kilo","mdo campesino","30/09/2009"
"Trinidad","Pollo","Granja","Mairana","0   Bs.-/Kilo","14   Bs.-/Kilo","mdo campesino","30/09/2009"
"Trinidad","Repollo","Hibrido","Los Negros","0   Bs.-/Unidad","5   Bs.-/Unidad","cabeza grande-mdo campesino","30/09/2009"
"Trinidad","Tomate","Manzana","Los Negros","45   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","mdo campesino","30/09/2009"
"Trinidad","Tomate","Pera","Los Negros","50   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","mdo campesino","30/09/2009"
"Trinidad","Trigo","Comun","Cochabamba","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","mdo campesino","30/09/2009"
"Trinidad","Vainita","Comun","Los Negros","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","cabeza grande-mdo campesino","30/09/2009"
"Trinidad","Zapallo","Quintalero","Valles Cruceños","0   Bs.-/qq","3   Bs.-/Kilo","mdo campesino","30/09/2009"
"Trinidad","Acelga","Comun","Los Negros","0   Bs.-/Amarro","20   Bs.-/Amarro","mdo pompeya ","29/09/2009"
"Trinidad","Achojcha","Comun","Los Negros","0   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","mdo pompeya ","29/09/2009"
"Trinidad","Arveja","Verde (en vaina)","Comarapa","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","mdo pompeya ","29/09/2009"
"Trinidad","Brocoli","Bola verde","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","cabeza grande-mdo pompeya ","29/09/2009"
"Trinidad","Cebolla","Roja","Cochabamba","0   Bs.-/Bolsa (8@)","32   Bs.-/Arroba (@)","mdo pompeya ","29/09/2009"
"Trinidad","Coliflor","Bola de nieve","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","cabeza grande-mdo pompeya ","29/09/2009"
"Trinidad","Espinaca","Comun","Los Negros","0   Bs.-/Bolsa Grande","12   Bs.-/3 Libras","mdo pompeya ","29/09/2009"
"Trinidad","Frejol","Carioca","Valles Cruceños","0   Bs.-/qq","7   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Frejol","Mantecoso","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Frejol","Negro","Cochabamba","0   Bs.-/qq","7   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Haba","Comun (en vaina)","Cochabamba","0   Bs.-/Bolsa (2@)","9   Bs.-/3 Libras","mdo pompeya ","29/09/2009"
"Trinidad","Huevo","de Granja","San juan","0   Bs.-/100 U.","55   Bs.-/100 U.","mdo pompeya ","29/09/2009"
"Trinidad","Lechuga","Crespa","Los Negros","0   Bs.-/Canasta","2   Bs.-/Unidad","mdo pompeya ","29/09/2009"
"Trinidad","Lechuga","Escarola","Los Negros","0   Bs.-/Canasta","6   Bs.-/Unidad","mdo pompeya ","29/09/2009"
"Trinidad","Limon","Amarillo","Cruceño","0   Bs.-/100 U.","10   Bs.-/25 U.","mdo pompeya ","29/09/2009"
"Trinidad","Locoto","Cochabambino","Los Negros","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","mdo pompeya ","29/09/2009"
"Trinidad","Maiz","Blanco","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Maiz","Blanco pelado","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Maiz","Choclo","Cochabamba","0   Bs.-/100 U.","30   Bs.-/Docena","mdo pompeya ","29/09/2009"
"Trinidad","Maiz","Duro","Valles Cruceños","0   Bs.-/qq","2   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Maiz","Morocho (Culli)","Valles Cruceños","0   Bs.-/qq","5   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Mani","Pelado","Valles Cruceños","0   Bs.-/Arroba (@)","16   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Mani","Rojo largo Desgranado","Valles Cruceños","0   Bs.-/qq","14   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Manzana","Lanin royal","Argentina","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","mdo pompeya ","29/09/2009"
"Trinidad","Oca","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo pompeya ","29/09/2009"
"Trinidad","Oca","Negra","Cochabamba","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo pompeya ","29/09/2009"
"Trinidad","Papa","Romano","Saipina","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","papa grande-mdo pompeya ","29/09/2009"
"Trinidad","Papa","Waycha (Arinosa)","Chapare","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","papa grande-mdo pompeya ","29/09/2009"
"Trinidad","Papaliza","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo pompeya ","29/09/2009"
"Trinidad","Pepino","Comun","Los Negros","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo pompeya ","29/09/2009"
"Trinidad","Pimenton","4 Puntas","Los Negros","0   Bs.-/Bolsa Grande","15   Bs.-/Docena","pim grande-mdo pompeya ","29/09/2009"
"Trinidad","Pollo","Criollo","San juan","0   Bs.-/Kilo","28   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Pollo","Granja","Cruceño","0   Bs.-/Kilo","14   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Pollo","Granja","Mairana","0   Bs.-/Kilo","14   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Repollo","Hibrido","Los Negros","0   Bs.-/Unidad","10   Bs.-/Unidad","cabeza grande-mdo pompeya ","29/09/2009"
"Trinidad","Tomate","Manzana","Los Negros","0   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Tomate","Pera","Los Negros","0   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Trigo","Comun","Cochabamba","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Trigo","Pelado o Curtido","Cochabamba","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Vainita","Comun","Los Negros","0   Bs.-/Arroba (@)","9   Bs.-/3 Libras","mdo pompeya ","29/09/2009"
"Trinidad","Zanahoria","Chantenay","Los Negros","0   Bs.-/Bolsa (10@)","38   Bs.-/Arroba (@)","zh grande-mdo pompeya ","29/09/2009"
"Trinidad","Zapallo","Quintalero","Valles Cruceños","0   Bs.-/qq","3   Bs.-/Kilo","mdo pompeya ","29/09/2009"
"Trinidad","Acelga","Comun","Los Negros","0   Bs.-/Amarro","15   Bs.-/Amarro","mdo campesino","28/09/2009"
"Trinidad","Achojcha","Comun","Los Negros","0   Bs.-/Bolsa (2@)","9   Bs.-/3 Libras","mdo campesino","28/09/2009"
"Trinidad","Arveja","Verde (en vaina)","Comarapa","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","mdo campesino","28/09/2009"
"Trinidad","Brocoli","Bola verde","Los Negros","0   Bs.-/Canasta","6   Bs.-/Unidad","cabeza grande-mdo campesino","28/09/2009"
"Trinidad","Cebolla","Roja","Cochabamba","0   Bs.-/Bolsa (8@)","32   Bs.-/Arroba (@)","mdo campesino","28/09/2009"
"Trinidad","Coliflor","Bola de nieve","Los Negros","0   Bs.-/Canasta","6   Bs.-/Unidad","cabeza grande-mdo campesino","28/09/2009"
"Trinidad","Haba","Comun (en vaina)","Cochabamba","0   Bs.-/Bolsa (2@)","9   Bs.-/3 Libras","mdo campesino","28/09/2009"
"Trinidad","Huevo","Criollo","Valles Cruceños","0   Bs.-/100 U.","100   Bs.-/100 U.","mdo campesino","28/09/2009"
"Trinidad","Huevo","de Granja","San juan","0   Bs.-/100 U.","55   Bs.-/100 U.","mdo campesino","28/09/2009"
"Trinidad","Lechuga","Crespa","Los Negros","0   Bs.-/Canasta","1   Bs.-/Unidad","mdo campesino","28/09/2009"
"Trinidad","Lechuga","Escarola","Los Negros","0   Bs.-/Canasta","3   Bs.-/Unidad","mdo campesino","28/09/2009"
"Trinidad","Limon","Amarillo","Cruceño","0   Bs.-/100 U.","10   Bs.-/25 U.","mdo campesino","28/09/2009"
"Trinidad","Locoto","Cochabambino","Los Negros","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","mdo campesino","28/09/2009"
"Trinidad","Maiz","Blanco pelado","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","mdo campesino","28/09/2009"
"Trinidad","Maiz","Choclo","Cochabamba","0   Bs.-/100 U.","30   Bs.-/Docena","mdo campesino","28/09/2009"
"Trinidad","Maiz","Duro","Valles Cruceños","0   Bs.-/qq","2   Bs.-/Kilo","mdo campesino","28/09/2009"
"Trinidad","Maiz","Morocho (Culli)","Valles Cruceños","0   Bs.-/qq","5   Bs.-/Kilo","mdo campesino","28/09/2009"
"Trinidad","Mani","Rojo largo Desgranado","Valles Cruceños","0   Bs.-/qq","14   Bs.-/Kilo","mdo campesino","28/09/2009"
"Trinidad","Manzana","Lanin royal","Argentina","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","mdo campesino","28/09/2009"
"Trinidad","Oca","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo campesino","28/09/2009"
"Trinidad","Papa","Romano","Saipina","0   Bs.-/Bolsa (10@)","38   Bs.-/Arroba (@)","papa grande-mdo campesino","28/09/2009"
"Trinidad","Papa","Waycha (Arinosa)","Chapare","0   Bs.-/Bolsa (10@)","38   Bs.-/Arroba (@)","papa grande-mdo campesino","28/09/2009"
"Trinidad","Papaliza","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo campesino","28/09/2009"
"Trinidad","Pepino","Comun","Los Negros","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo campesino","28/09/2009"
"Trinidad","Pimenton","4 Puntas","Los Negros","0   Bs.-/Bolsa Grande","12   Bs.-/Docena","pim grande-mdo campesino","28/09/2009"
"Trinidad","Pollo","Granja","Cruceño","0   Bs.-/Kilo","14   Bs.-/Kilo","mdo campesino","28/09/2009"
"Trinidad","Pollo","Granja","Mairana","0   Bs.-/Kilo","14   Bs.-/Kilo","mdo campesino","28/09/2009"
"Trinidad","Repollo","Hibrido","Los Negros","0   Bs.-/Unidad","5   Bs.-/Unidad","mdo campesino","28/09/2009"
"Trinidad","Tomate","Manzana","Los Negros","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","mdo campesino","28/09/2009"
"Trinidad","Tomate","Pera","Los Negros","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","mdo campesino","28/09/2009"
"Trinidad","Trigo","Comun","Cochabamba","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","mdo campesino","28/09/2009"
"Trinidad","Vainita","Comun","Los Negros","0   Bs.-/Arroba (@)","9   Bs.-/3 Libras","mdo campesino","28/09/2009"
"Trinidad","Zanahoria","Chantenay","Los Negros","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","zh grande-mdo campesino","28/09/2009"
"Trinidad","Zapallo","Quintalero","Valles Cruceños","0   Bs.-/qq","3   Bs.-/Kilo","mdo campesino","28/09/2009"
"Trinidad","Acelga","Comun","Los Negros","0   Bs.-/Amarro","20   Bs.-/Amarro","mdo pompeya ","26/09/2009"
"Trinidad","Achojcha","Comun","Los Negros","0   Bs.-/Bolsa (2@)","9   Bs.-/3 Libras","mdo pompeya ","26/09/2009"
"Trinidad","Arveja","Verde (en vaina)","Comarapa","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","mdo pompeya ","26/09/2009"
"Trinidad","Brocoli","Bola verde","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","cabeza grande-mdo pompeya ","26/09/2009"
"Trinidad","Cebolla","Roja","Cochabamba","0   Bs.-/Bolsa (8@)","40   Bs.-/Arroba (@)","mdo pompeya ","26/09/2009"
"Trinidad","Coliflor","Bola de nieve","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","cabeza grande-mdo pompeya ","26/09/2009"
"Trinidad","Espinaca","Comun","Los Negros","0   Bs.-/Bolsa Grande","12   Bs.-/3 Libras","mdo pompeya ","26/09/2009"
"Trinidad","Frejol","Carioca","Valles Cruceños","0   Bs.-/qq","7   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Frejol","Mantecoso","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Frejol","Negro","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Haba","Comun (en vaina)","Cochabamba","0   Bs.-/Bolsa (2@)","9   Bs.-/3 Libras","mdo pompeya ","26/09/2009"
"Trinidad","Huevo","de Granja","San juan","0   Bs.-/100 U.","58   Bs.-/100 U.","mdo pompeya ","26/09/2009"
"Trinidad","Lechuga","Crespa","Los Negros","0   Bs.-/Canasta","3   Bs.-/Unidad","mdo pompeya ","26/09/2009"
"Trinidad","Lechuga","Escarola","Los Negros","0   Bs.-/Canasta","6   Bs.-/Unidad","mdo pompeya ","26/09/2009"
"Trinidad","Limon","Amarillo","Cruceño","0   Bs.-/100 U.","9   Bs.-/25 U.","mdo pompeya ","26/09/2009"
"Trinidad","Locoto","Cochabambino","Los Negros","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","locotos maduros-mdo pompeya ","26/09/2009"
"Trinidad","Maiz","Blanco","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Maiz","Blanco pelado","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Maiz","Choclo","Cochabamba","0   Bs.-/100 U.","25   Bs.-/Docena","mdo pompeya ","26/09/2009"
"Trinidad","Maiz","Duro","Valles Cruceños","0   Bs.-/qq","2   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Maiz","Morocho (Culli)","Valles Cruceños","0   Bs.-/qq","5   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Mani","Pelado","Valles Cruceños","0   Bs.-/Arroba (@)","16   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Mani","Rojo largo Desgranado","Valles Cruceños","0   Bs.-/qq","14   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Manzana","Lanin royal","Argentina","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","mdo pompeya ","26/09/2009"
"Trinidad","Oca","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo pompeya ","26/09/2009"
"Trinidad","Oca","Negra","Cochabamba","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo pompeya ","26/09/2009"
"Trinidad","Papa","Romano","Saipina","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","papa nediana-mdo pompeya ","26/09/2009"
"Trinidad","Papa","Waycha (Arinosa)","Chapare","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","papa nediana-mdo pompeya ","26/09/2009"
"Trinidad","Papaliza","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","9   Bs.-/3 Libras","mdo pompeya ","26/09/2009"
"Trinidad","Pepino","Comun","Los Negros","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo pompeya ","26/09/2009"
"Trinidad","Pimenton","4 Puntas","Los Negros","0   Bs.-/Bolsa Grande","15   Bs.-/Docena","pim grande-mdo pompeya ","26/09/2009"
"Trinidad","Pollo","Criollo","San juan","0   Bs.-/Kilo","28   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Pollo","Granja","Cruceño","0   Bs.-/Kilo","14   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Pollo","Granja","Mairana","0   Bs.-/Kilo","14   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Repollo","Hibrido","Los Negros","0   Bs.-/Unidad","10   Bs.-/Unidad","cabeza grande-mdo pompeya ","26/09/2009"
"Trinidad","Tomate","Manzana","Los Negros","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Tomate","Pera","Los Negros","0   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","tomate maduro-mdo pompeya ","26/09/2009"
"Trinidad","Trigo","Comun","Cochabamba","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Trigo","Pelado o Curtido","Cochabamba","0   Bs.-/Arroba (@)","9   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Vainita","Comun","Los Negros","0   Bs.-/Arroba (@)","9   Bs.-/3 Libras","mdo pompeya ","26/09/2009"
"Trinidad","Zanahoria","Chantenay","Los Negros","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","zh grande-mdo pompeya ","26/09/2009"
"Trinidad","Zapallo","Quintalero","Valles Cruceños","0   Bs.-/qq","4   Bs.-/Kilo","mdo pompeya ","26/09/2009"
"Trinidad","Acelga","Comun","Los Negros","0   Bs.-/Amarro","15   Bs.-/Amarro","mdo campesino","25/09/2009"
"Trinidad","Achojcha","Comun","Los Negros","0   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","mdo campesino","25/09/2009"
"Trinidad","Arveja","Verde (en vaina)","Comarapa","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","mdo campesino","25/09/2009"
"Trinidad","Brocoli","Bola verde","Los Negros","0   Bs.-/Canasta","6   Bs.-/Unidad","cabeza grande-mdo campesino","25/09/2009"
"Trinidad","Cebolla","Roja","Cochabamba","0   Bs.-/Bolsa (8@)","42   Bs.-/Arroba (@)","mdo campesino","25/09/2009"
"Trinidad","Coliflor","Bola de nieve","Los Negros","0   Bs.-/Canasta","6   Bs.-/Unidad","cabeza grande-mdo campesino","25/09/2009"
"Trinidad","Espinaca","Comun","Los Negros","0   Bs.-/Bolsa Grande","12   Bs.-/3 Libras","mdo campesino","25/09/2009"
"Trinidad","Haba","Comun (en vaina)","Cochabamba","0   Bs.-/Bolsa (2@)","9   Bs.-/3 Libras","mdo campesino","25/09/2009"
"Trinidad","Huevo","Criollo","Valles Cruceños","0   Bs.-/100 U.","100   Bs.-/100 U.","mdo campesino","25/09/2009"
"Trinidad","Huevo","de Granja","San juan","0   Bs.-/100 U.","55   Bs.-/100 U.","mdo campesino","25/09/2009"
"Trinidad","Lechuga","Crespa","Los Negros","0   Bs.-/Canasta","2   Bs.-/Unidad","mdo campesino","25/09/2009"
"Trinidad","Lechuga","Escarola","Los Negros","0   Bs.-/Canasta","3   Bs.-/Unidad","mdo campesino","25/09/2009"
"Trinidad","Limon","Amarillo","Cruceño","0   Bs.-/100 U.","10   Bs.-/25 U.","mdo campesino","25/09/2009"
"Trinidad","Locoto","Cochabambino","Los Negros","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","mdo campesino","25/09/2009"
"Trinidad","Maiz","Blanco pelado","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","mdo campesino","25/09/2009"
"Trinidad","Maiz","Choclo","Cochabamba","0   Bs.-/100 U.","30   Bs.-/Docena","mdo campesino","25/09/2009"
"Trinidad","Maiz","Duro","Valles Cruceños","0   Bs.-/qq","2   Bs.-/Kilo","mdo campesino","25/09/2009"
"Trinidad","Maiz","Morocho (Culli)","Valles Cruceños","0   Bs.-/qq","5   Bs.-/Kilo","mdo campesino","25/09/2009"
"Trinidad","Mani","Pelado","Valles Cruceños","0   Bs.-/Arroba (@)","16   Bs.-/Kilo","mdo campesino","25/09/2009"
"Trinidad","Manzana","Lanin royal","Argentina","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","mdo campesino","25/09/2009"
"Trinidad","Oca","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo campesino","25/09/2009"
"Trinidad","Papa","Romano","Saipina","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","papa grande-mdo campesino","25/09/2009"
"Trinidad","Papa","Waycha (Arinosa)","Chapare","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","papa grande-mdo campesino","25/09/2009"
"Trinidad","Papaliza","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo campesino","25/09/2009"
"Trinidad","Pepino","Comun","Los Negros","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","mdo campesino","25/09/2009"
"Trinidad","Pimenton","4 Puntas","Los Negros","0   Bs.-/Bolsa Grande","7   Bs.-/Docena","pim verdoso-mdo campesino","25/09/2009"
"Trinidad","Pollo","Granja","Cruceño","0   Bs.-/Kilo","14   Bs.-/Kilo","mdo campesino","25/09/2009"
"Trinidad","Pollo","Granja","Mairana","0   Bs.-/Kilo","14   Bs.-/Kilo","mdo campesino","25/09/2009"
"Trinidad","Repollo","Hibrido","Los Negros","0   Bs.-/Unidad","5   Bs.-/Unidad","cabeza grande-mdo campesino","25/09/2009"
"Trinidad","Tomate","Manzana","Los Negros","0   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","mdo campesino","25/09/2009"
"Trinidad","Tomate","Pera","Los Negros","0   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","mdo campesino","25/09/2009"
"Trinidad","Trigo","Comun","Cochabamba","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","mdo campesino","25/09/2009"
"Trinidad","Vainita","Comun","Los Negros","0   Bs.-/Arroba (@)","9   Bs.-/3 Libras","mdo campesino","25/09/2009"
"Trinidad","Zanahoria","Chantenay","Los Negros","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","zh mediana-mdo campesino","25/09/2009"
"Trinidad","Zapallo","Quintalero","Valles Cruceños","0   Bs.-/qq","3   Bs.-/Kilo","mdo campesino","25/09/2009"
"Trinidad","Acelga","Comun","Los Negros","0   Bs.-/Amarro","15   Bs.-/Amarro","mdo pompeya","24/09/2009"
"Trinidad","Achojcha","Comun","Los Negros","0   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","mdo pompeya","24/09/2009"
"Trinidad","Arveja","Verde (en vaina)","Comarapa","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","mdo pompeya","24/09/2009"
"Trinidad","Brocoli","Bola verde","Los Negros","0   Bs.-/Canasta","8   Bs.-/Unidad","cabeza grande-mdo pompeya","24/09/2009"
"Trinidad","Cebolla","Roja","Cochabamba","0   Bs.-/Bolsa (8@)","30   Bs.-/Arroba (@)","mdo pompeya","24/09/2009"
"Trinidad","Coliflor","Bola de nieve","Los Negros","0   Bs.-/Canasta","8   Bs.-/Unidad","cabeza grande-mdo pompeya","24/09/2009"
"Trinidad","Espinaca","Comun","Los Negros","0   Bs.-/Bolsa Grande","12   Bs.-/3 Libras","mdo pompeya","24/09/2009"
"Trinidad","Frejol","Carioca","Valles Cruceños","0   Bs.-/qq","7   Bs.-/Kilo","mdo pompeya","24/09/2009"
"Trinidad","Frejol","Mantecoso","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","mdo pompeya","24/09/2009"
"Trinidad","Frejol","Negro","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","mdo pompeya","24/09/2009"
"Trinidad","Haba","Comun (en vaina)","Cochabamba","0   Bs.-/Bolsa (2@)","9   Bs.-/3 Libras","mdo pompeya","24/09/2009"
"Trinidad","Huevo","de Granja","San juan","0   Bs.-/100 U.","55   Bs.-/100 U.","mdo pompeya","24/09/2009"
"Trinidad","Lechuga","Crespa","Los Negros","0   Bs.-/Canasta","3   Bs.-/Unidad","mdo pompeya","24/09/2009"
"Trinidad","Lechuga","Escarola","Los Negros","0   Bs.-/Canasta","5   Bs.-/Unidad","mdo pompeya","24/09/2009"
"Trinidad","Limon","Amarillo","Cruceño","0   Bs.-/100 U.","10   Bs.-/25 U.","mdo pompeya","24/09/2009"
"Trinidad","Locoto","Cochabambino","Los Negros","0   Bs.-/Arroba (@)","45   Bs.-/3 Libras","loc maduros-mdo pompeya","24/09/2009"
"Trinidad","Maiz","Blanco","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","mdo pompeya","24/09/2009"
"Trinidad","Maiz","Blanco pelado","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","mdo pompeya","24/09/2009"
